address,price,link,bed,bath,sqft,age,gross_taxes_2017,strata_maintenance_fees,area,sub_area,property_type,strata_type,listing_id,primary_broker,features,amenities,school_info,latlng,Unnamed: 19
5205-1480 Howe Street,3688000,https://www.rew.ca/properties/R2159638/5205-1480-howe-street-vancouver-bc,2,3,1801,-1,,$0,Vancouver West,Yaletown,Apt/Condo,Freehold Strata,R2159638,Virani Real Estate Advisors,ClthWsh/Dryr/Frdg/Stve/DW,"Air Cond./Central, Exercise Centre, In Suite Laundry, Pool; Outdoor, Recreation Center, Sauna/Steam Room","[{'name': 'Elsie Roy Elementary School', 'address': '150 Drake St, Vancouver', 'latitude': 49.2724237, 'longitude': -123.1223351, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'King George Secondary School', 'address': '1755 Barclay St, Vancouver', 'latitude': 49.289913, 'longitude': -123.1360738, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.7 km'}, {'name': 'Anchor Point Montessori School', 'address': '1351 Hornby St, Vancouver', 'latitude': 49.2769796, 'longitude': -123.130623, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Pattison School', 'address': '981 Nelson St, Vancouver', 'latitude': 49.28081, 'longitude': -123.124916, 'grades': '9 - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Lowell High School', 'address': '210-750 Hamilton St, Vancouver', 'latitude': 49.2790958, 'longitude': -123.1151671, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'The Westside School', 'address': '788 Beatty St, Vancouver', 'latitude': 49.2775706, 'longitude': -123.1134435, 'grades': 'K - 9', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Columbia Academy', 'address': '4th Floor-570 Dunsmuir St, Vancouver', 'latitude': 49.2827046, 'longitude': -123.1153569, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Madrona Senior School', 'address': '530 Hornby St, Vancouver', 'latitude': 49.2853201, 'longitude': -123.1172055, 'grades': '8 - 10', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Alexander Academy', 'address': '688 Hastings St W Suite 200, Vancouver', 'latitude': 49.2847894, 'longitude': -123.1136766, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.7 km'}]",MISSING,
4206-1480 Howe Street,3188000,https://www.rew.ca/properties/R2195047/4206-1480-howe-street-vancouver-bc,2,3,1332,-1,,$0,Vancouver West,Yaletown,Apt/Condo,Freehold Strata,R2195047,Virani Real Estate Advisors,ClthWsh/Dryr/Frdg/Stve/DW,"Air Cond./Central, Elevator, Exercise Centre, Pool; Indoor, Pool; Outdoor, Recreation Center","[{'name': 'Elsie Roy Elementary School', 'address': '150 Drake St, Vancouver', 'latitude': 49.2724237, 'longitude': -123.1223351, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'King George Secondary School', 'address': '1755 Barclay St, Vancouver', 'latitude': 49.289913, 'longitude': -123.1360738, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.7 km'}, {'name': 'Anchor Point Montessori School', 'address': '1351 Hornby St, Vancouver', 'latitude': 49.2769796, 'longitude': -123.130623, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.2 km'}, {'name': 'Pattison School', 'address': '981 Nelson St, Vancouver', 'latitude': 49.28081, 'longitude': -123.124916, 'grades': '9 - 12', 'category': 'Independent', 'distance': '0.8 km'}, {'name': 'Lowell High School', 'address': '210-750 Hamilton St, Vancouver', 'latitude': 49.2790958, 'longitude': -123.1151671, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.2 km'}, {'name': 'The Westside School', 'address': '788 Beatty St, Vancouver', 'latitude': 49.2775706, 'longitude': -123.1134435, 'grades': 'K - 9', 'category': 'Independent', 'distance': '1.3 km'}, {'name': 'Columbia Academy', 'address': '4th Floor-570 Dunsmuir St, Vancouver', 'latitude': 49.2827046, 'longitude': -123.1153569, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.4 km'}, {'name': 'Madrona Senior School', 'address': '530 Hornby St, Vancouver', 'latitude': 49.2853201, 'longitude': -123.1172055, 'grades': '8 - 10', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Century High School', 'address': '1788 Broadway W Unit 200, Vancouver', 'latitude': 49.2634169, 'longitude': -123.1453266, 'grades': '10 - 12', 'category': 'Independent', 'distance': '1.6 km'}, {'name': 'Alexander Academy', 'address': '688 Hastings St W Suite 200, Vancouver', 'latitude': 49.2847894, 'longitude': -123.1136766, 'grades': '8 - 12', 'category': 'Independent', 'distance': '1.7 km'}]",MISSING,
7296 Inverness Street,1450000,https://www.rew.ca/properties/R2226257/7296-inverness-street-vancouver-bc,4,2,1696,66,"$3,872",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2226257,Sutton Group Seafair Realty,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",MISSING,"[{'name': 'Walter Moberly School', 'address': '1000 59th Ave E, Vancouver', 'latitude': 49.2156411, 'longitude': -123.0843004, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.4 km'}, {'name': 'David Thompson Secondary School', 'address': '1755 55th Ave E, Vancouver', 'latitude': 49.2211722, 'longitude': -123.0705698, 'grades': '8 - 12', 'category': 'Public', 'distance': '0.7 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '1.0 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.4 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.5 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.8 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '2.4 km'}, {'name': 'Vancouver Formosa Academy', 'address': '5621 Killarney St, Vancouver', 'latitude': 49.2337931, 'longitude': -123.0463604, 'grades': '7 - 12', 'category': 'Independent', 'distance': '3.0 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '3.6 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.9 km'}]","(49.238179, -123.0802041)",
536 E 56th Avenue,2098000,https://www.rew.ca/properties/R2227146/536-e-56th-avenue-vancouver-bc,6,5,2680,6,"$5,974",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227146,RE/MAX City Realty,ClthWsh/Dryr/Frdg/Stve/DW,MISSING,"[{'name': 'John Henderson School', 'address': '451 53rd Ave E, Vancouver', 'latitude': 49.2227368, 'longitude': -123.0950934, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.4 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.5 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.9 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.5 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.5 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.5 km'}]","(49.2189558, -123.0527659)",
6855 Fraser Street,2500000,https://www.rew.ca/properties/R2225238/6855-fraser-street-vancouver-bc,5,2,1900,71,"$3,196",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2225238,Trg The Residential Group Rlty,MISSING,MISSING,"[{'name': 'John Henderson School', 'address': '451 53rd Ave E, Vancouver', 'latitude': 49.2227368, 'longitude': -123.0950934, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.2 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.7 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.9 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '1.9 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.4 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.3 km'}, {'name': 'Vancouver Formosa Academy', 'address': '5621 Killarney St, Vancouver', 'latitude': 49.2337931, 'longitude': -123.0463604, 'grades': '7 - 12', 'category': 'Independent', 'distance': '3.5 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.7 km'}]","(49.2579307, -123.0891993)",
528 E 55th Avenue,1399000,https://www.rew.ca/properties/R2228412/528-e-55th-avenue-vancouver-bc,5,3,2000,71,"$4,655",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2228412,RE/MAX City Realty,"Clothes Washer/Dryer, Refrigerator, Stove",MISSING,"[{'name': 'John Henderson School', 'address': '451 53rd Ave E, Vancouver', 'latitude': 49.2227368, 'longitude': -123.0950934, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.4 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.8 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.2 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.6 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.7 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.5 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.5 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.5 km'}]","(49.2195551, -123.0746565)",
812 E 51st Avenue,1799000,https://www.rew.ca/properties/R2225541/812-e-51st-avenue-vancouver-bc,3,2,2683,75,"$4,929",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2225541,Oakwyn Realty Ltd.,MISSING,MISSING,"[{'name': 'John Henderson School', 'address': '451 53rd Ave E, Vancouver', 'latitude': 49.2227368, 'longitude': -123.0950934, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.5 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.1 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.7 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.7 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.8 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.1 km'}, {'name': 'Vancouver Formosa Academy', 'address': '5621 Killarney St, Vancouver', 'latitude': 49.2337931, 'longitude': -123.0463604, 'grades': '7 - 12', 'category': 'Independent', 'distance': '3.2 km'}, {'name': 'Tyee Elementary School', 'address': '3525 Dumphries St, Vancouver', 'latitude': 49.2534128, 'longitude': -123.0740133, 'grades': 'K - 7', 'category': 'Public', 'distance': '3.5 km'}]","(49.2238112, -123.1038562)",
568 E 59th Avenue,2398888,https://www.rew.ca/properties/R2227371/568-e-59th-avenue-vancouver-bc,8,6,3558,5,,,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227371,Srs Westside Realty,MISSING,Air Cond./Central,"[{'name': 'Pierre Elliott Trudeau Elementary School', 'address': '449 62nd Ave E, Vancouver', 'latitude': 49.2144559, 'longitude': -123.0965394, 'grades': 'K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.8 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.2 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.5 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '2.0 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.8 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.9 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.4 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.4 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.4 km'}]","(49.2163134, -123.0740163)",
772 E 59th Avenue,1868000,https://www.rew.ca/properties/R2226410/772-e-59th-avenue-vancouver-bc,6,5,2204,10,"$5,954",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2226410,RE/MAX Real Estate Services,"Clothes Washer/Dryer, Drapes/Window Coverings, Garage Door Opener, Jetted Bathtub, Refrigerator, Security System, Stove",MISSING,"[{'name': 'Walter Moberly School', 'address': '1000 59th Ave E, Vancouver', 'latitude': 49.2156411, 'longitude': -123.0843004, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.8 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '1.3 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.5 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '1.7 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.5 km'}, {'name': 'École Anne Hebert Elementary', 'address': '7051 Killarney St, Vancouver', 'latitude': 49.2189188, 'longitude': -123.0461977, 'grades': 'Pre-K, K - 6', 'category': 'Public', 'distance': '3.1 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '3.1 km'}, {'name': 'Canada Star Secondary School', 'address': '11295 Mellis Dr, Richmond', 'latitude': 49.1859128, 'longitude': -123.0986174, 'grades': '11 - 12', 'category': 'Independent', 'distance': '3.5 km'}, {'name': 'Vancouver Formosa Academy', 'address': '5621 Killarney St, Vancouver', 'latitude': 49.2337931, 'longitude': -123.0463604, 'grades': '7 - 12', 'category': 'Independent', 'distance': '3.6 km'}]","(49.2163134, -123.0740163)",
401 E 55th Avenue,2088000,https://www.rew.ca/properties/R2227563/401-e-55th-avenue-vancouver-bc,6,5,2537,6,"$5,271",,Vancouver East,South Vancouver,House,Freehold NonStrata,R2227563,RE/MAX Real Estate Services,"ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings, Garage Door Opener, Heat Recov. Vent., Jetted Bathtub, Security System, Smoke Alarm",MISSING,"[{'name': 'John Henderson School', 'address': '451 53rd Ave E, Vancouver', 'latitude': 49.2227368, 'longitude': -123.0950934, 'grades': 'Pre-K, K - 7', 'category': 'Public', 'distance': '0.3 km'}, {'name': 'John Oliver Secondary School', 'address': '530 41st Ave E, Vancouver', 'latitude': 49.2326978, 'longitude': -123.0936271, 'grades': '8 - 12', 'category': 'Public', 'distance': '1.4 km'}, {'name': ""St Andrew's School"", 'address': '450 47th Ave E, Vancouver', 'latitude': 49.2272136, 'longitude': -123.0958559, 'grades': 'K - 7', 'category': 'Independent', 'distance': '0.8 km'}, {'name': ""L'Ecole Bilingue Elementary"", 'address': '5987 Prince Albert St, Vancouver', 'latitude': 49.2297856, 'longitude': -123.0878759, 'grades': 'K - 7', 'category': 'Public', 'distance': '1.3 km'}, {'name': 'Qawsain Knowledge House', 'address': '7028 Victoria Dr, Vancouver', 'latitude': 49.219923, 'longitude': -123.0656329, 'grades': 'K - 3', 'category': 'Independent', 'distance': '2.3 km'}, {'name': 'King David High School', 'address': '5718 Willow St, Vancouver', 'latitude': 49.2334558, 'longitude': -123.1230754, 'grades': '8 - 12', 'category': 'Independent', 'distance': '2.4 km'}, {'name': 'Corpus Christi School', 'address': '6344 Nanaimo St, Vancouver', 'latitude': 49.227045, 'longitude': -123.0590751, 'grades': 'K - 7', 'category': 'Independent', 'distance': '2.9 km'}, {'name': 'Vancouver Hebrew Academy', 'address': '1545 62nd Ave W, Vancouver', 'latitude': 49.2154717, 'longitude': -123.1413693, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.2 km'}, {'name': 'St Anthony of Padua School', 'address': '1370 73rd Ave W, Vancouver', 'latitude': 49.2044777, 'longitude': -123.1367032, 'grades': 'K - 7', 'category': 'Independent', 'distance': '3.4 km'}, {'name': 'Vancouver College', 'address': '5400 Cartier St, Vancouver', 'latitude': 49.2362046, 'longitude': -123.1371176, 'grades': 'K - 12', 'category': 'Independent', 'distance': '3.4 km'}]","(49.2195551, -123.0746565)",
